bin_time,company,week_day,sunny,windy,rainy,cloudy,temp,dew_point,uv_index,precip_intensity,wind_speed,cloud_cover,apparent_temperature,bin_cnt,time_of_day
79.0,citi,0,0.0,0.0,0.0,1.0,0.76396218117854,0.8907133243606999,0.0,0.0,0.052269601100412656,0.63,0.7117272083375493,137,7.0
80.0,citi,0,0.0,0.0,0.0,1.0,0.7851802990325418,0.9018842530282639,0.1111111111111111,0.0,0.16506189821182943,0.54,0.7316604269958515,251,8.0
81.0,citi,0,0.0,0.0,0.0,1.0,0.813764291996482,0.9040376850605654,0.2222222222222222,0.0,0.18294360385144431,0.57,0.7573611251644237,200,9.0
82.0,citi,0,0.0,0.0,0.0,1.0,0.8438874230430959,0.9013458950201885,0.4444444444444444,0.0,0.10453920220082531,0.54,0.7843772133967418,92,10.0
83.0,citi,0,0.0,0.0,0.0,1.0,0.8637862796833773,0.8946164199192463,0.5555555555555556,0.0,0.09766162310866575,0.56,0.8018820196296671,78,11.0
84.0,citi,0,0.0,0.0,0.0,1.0,0.880386983289358,0.8893674293405115,0.6666666666666666,0.0,0.09766162310866575,0.64,0.831528887989477,92,12.0
85.0,citi,0,0.0,0.0,0.0,1.0,0.8923702726473176,0.8873485868102289,0.6666666666666666,0.0,0.2159559834938102,0.68,0.8426591116057878,112,13.0
86.0,citi,0,0.0,0.0,0.0,1.0,0.9007255936675463,0.8881561238223418,0.6666666666666666,0.0,0.19944979367262725,0.63,0.8508550035414348,93,14.0
87.0,citi,0,0.0,0.0,0.0,1.0,0.9022647317502198,0.895693135935397,0.5555555555555556,0.0,0.3672627235213205,0.61,0.8543964383284428,106,15.0
88.0,citi,0,0.0,0.0,0.0,1.0,0.9028144239226035,0.8985195154777929,0.4444444444444444,0.0,0.41540577716643745,0.59,0.8557118283921885,87,16.0
89.0,citi,0,1.0,0.0,0.0,0.0,0.8951187335092349,0.9114401076716017,0.3333333333333333,0.0,0.45667125171939477,0.34,0.8516644743498938,202,17.0
90.0,citi,0,1.0,0.0,0.0,0.0,0.8903913808267371,0.9148048452220727,0.1111111111111111,0.0,0.4099037138927098,0.21,0.8474147526054842,222,18.0
91.0,citi,0,1.0,0.0,0.0,0.0,0.8823658751099386,0.9100942126514133,0.0,0.0,0.34250343878954614,0.35,0.8377011029039766,206,19.0
92.0,citi,1,1.0,0.0,0.0,0.0,0.86070800351803,0.9065948855989233,0.0,0.0,0.19944979367262725,0.39,0.8000607103106344,165,20.0
93.0,citi,1,1.0,0.0,0.0,0.0,0.8371811785400177,0.908613728129206,0.0,0.0,0.07565337001375518,0.31,0.7789132854396439,98,21.0
94.0,citi,1,1.0,0.0,0.0,0.0,0.8227792436235709,0.9069986541049798,0.0,0.0,0.06602475928473178,0.12,0.7656582009511282,66,22.0
95.0,citi,1,1.0,0.0,0.0,0.0,0.8114555848724715,0.8977119784656797,0.0,0.0,0.09491059147180192,0.18,0.7546291611858748,38,23.0
96.0,citi,1,1.0,0.0,0.0,0.0,0.8016710642040458,0.8944818304172274,0.0,0.0,0.08940852819807428,0.06,0.7455226145907115,21,0.0
97.0,citi,1,1.0,0.0,0.0,0.0,0.7912269129287599,0.8911170928667563,0.0,0.0,0.04126547455295736,0.1,0.7359101487402611,13,1.0
98.0,citi,1,1.0,0.0,0.0,0.0,0.7823218997361477,0.8814266487213996,0.0,0.0,0.03576341127922972,0.06,0.726904785996155,7,2.0
99.0,citi,1,1.0,0.0,0.0,0.0,0.7717678100263853,0.8746971736204576,0.0,0.0,0.015130674002751032,0.23,0.7168875847414752,2,3.0
100.0,citi,1,1.0,0.0,0.0,0.0,0.7635224274406334,0.8716016150740243,0.0,0.0,0.02200825309491059,0.15,0.7091976120611151,2,4.0
101.0,citi,1,1.0,0.0,0.0,0.0,0.7517590149516271,0.8664872139973082,0.0,0.0,0.011004126547455296,0.24,0.698269756146919,12,5.0
102.0,citi,1,1.0,0.0,0.0,0.0,0.7413148636763414,0.8619111709286676,0.0,0.0,0.011004126547455296,0.22,0.6885561064454113,50,6.0
103.0,citi,1,1.0,0.0,0.0,0.0,0.7527484608619174,0.8714670255720054,0.0,0.0,0.015130674002751032,0.2,0.6996863300617222,135,7.0
104.0,citi,1,1.0,0.0,0.0,0.0,0.7954045734388743,0.8888290713324362,0.1111111111111111,0.0,0.0674002751031637,0.09,0.7393503996762116,274,8.0
105.0,citi,1,1.0,0.0,0.0,0.0,0.8410290237467019,0.8951547779273218,0.3333333333333333,0.0,0.0674002751031637,0.09,0.781139330162906,193,9.0
106.0,citi,1,1.0,0.0,0.0,0.0,0.8858839050131927,0.8928667563930014,0.5555555555555556,0.0,0.04401650618982118,0.06,0.8377011029039766,87,10.0
107.0,citi,1,1.0,0.0,0.0,0.0,0.9153474054529465,0.8769851951547779,0.6666666666666666,0.0,0.03576341127922972,0.21,0.8611757563492867,95,11.0
108.0,citi,1,1.0,0.0,0.0,0.0,0.9350263852242744,0.8609690444145357,0.7777777777777778,0.0,0.06464924346629987,0.39,0.8741272892846302,102,12.0
109.0,citi,1,1.0,0.0,0.0,0.0,0.9471196130167108,0.8468371467025573,0.8888888888888888,0.0,0.02888583218707015,0.23,0.8805018719012445,70,13.0
110.0,citi,1,1.0,0.0,0.0,0.0,0.9542656112576957,0.847913862718708,0.7777777777777778,0.0,0.038514442916093544,0.3,0.8872811899220884,88,14.0
111.0,citi,1,1.0,0.0,0.0,0.0,0.9563544415127528,0.845222072678331,0.6666666666666666,0.0,0.10729023383768914,0.37,0.8882930284326622,98,15.0
112.0,citi,1,1.0,0.0,0.0,0.0,0.9572339489885664,0.8491251682368776,0.4444444444444444,0.0,0.2049518569463549,0.36,0.8905190731559244,111,16.0
113.0,citi,1,0.0,0.0,0.0,1.0,0.9439313984168866,0.8612382234185734,0.3333333333333333,0.0,0.3136176066024759,0.45,0.8823231812202773,175,17.0
114.0,citi,1,1.0,0.0,0.0,0.0,0.9213940193491645,0.8730820995962316,0.1111111111111111,0.0,0.422283356258597,0.27,0.865627845795811,238,18.0
115.0,citi,1,1.0,0.0,0.0,0.0,0.8931398416886543,0.8795423956931359,0.0,0.0,0.4731774415405777,0.29,0.8415460892441566,202,19.0
116.0,citi,2,1.0,0.0,0.0,0.0,0.8734608619173264,0.8861372812920593,0.0,0.0,0.28610729023383774,0.39,0.8243448345644036,142,20.0
117.0,citi,2,1.0,0.0,0.0,0.0,0.8577396657871592,0.8989232839838494,0.0,0.0,0.1815680880330124,0.3,0.7967216432257411,107,21.0
118.0,citi,2,1.0,0.0,0.0,0.0,0.8464160070360598,0.9000000000000001,0.0,0.0,0.11141678129298488,0.22,0.7865020742689467,116,22.0
119.0,citi,2,0.0,0.0,0.0,1.0,0.8368513632365876,0.8925975773889636,0.0,0.0,0.1361760660247593,0.57,0.7771931599716686,56,23.0
120.0,citi,2,0.0,0.0,0.0,1.0,0.8193711521547934,0.8755047106325706,0.0,0.0,0.24484181568088034,0.49,0.7596883537387433,31,0.0
121.0,citi,2,0.0,0.0,0.0,1.0,0.8021108179419525,0.8670255720053837,0.0,0.0,0.18982118294360384,0.47,0.7433977537185066,14,1.0
122.0,citi,2,1.0,0.0,0.0,0.0,0.7900175901495163,0.862449528936743,0.0,0.0,0.12379642365887208,0.38,0.7319639785490236,8,2.0
123.0,citi,2,0.0,0.0,0.0,1.0,0.7806728232189974,0.8625841184387618,0.0,0.0,0.08528198074277854,0.51,0.7236669027623192,6,3.0
124.0,citi,2,1.0,0.0,0.0,0.0,0.7756156552330695,0.8588156123822343,0.0,0.0,0.1265474552957359,0.35,0.718708894060508,1,4.0
125.0,citi,2,0.0,0.0,0.0,1.0,0.7685795954265612,0.8562584118438762,0.0,0.0,0.11141678129298488,0.43,0.7121319437417788,15,5.0
126.0,citi,2,1.0,0.0,0.0,0.0,0.7651715039577837,0.8526244952893675,0.0,0.0,0.1471801925722146,0.38,0.7087928766568855,46,6.0
127.0,citi,2,1.0,0.0,0.0,0.0,0.7660510114335973,0.852220726783311,0.0,0.0,0.18982118294360384,0.35,0.7095011636142872,122,7.0
128.0,citi,2,1.0,0.0,0.0,0.0,0.7777044854881267,0.8550471063257067,0.1111111111111111,0.0,0.2723521320495186,0.34,0.7202266518263686,293,8.0
129.0,citi,2,1.0,0.0,0.0,0.0,0.7921064204045735,0.8527590847913863,0.3333333333333333,0.0,0.33425034387895464,0.22,0.7329758170595972,212,9.0
130.0,citi,2,1.0,0.0,0.0,0.0,0.8177220756376429,0.8495289367429341,0.4444444444444444,0.0,0.35213204951856947,0.24,0.7559445512496205,88,10.0
131.0,citi,2,1.0,0.0,0.0,0.0,0.8474054529463501,0.8423956931359354,0.6666666666666666,0.0,0.328748280605227,0.23,0.7826570879287665,73,11.0
132.0,citi,2,1.0,0.0,0.0,0.0,0.8629067722075637,0.8339165545087484,0.7777777777777778,0.0,0.3012379642365887,0.35,0.7965192755236264,83,12.0
133.0,citi,2,0.0,0.0,0.0,1.0,0.8671943711521548,0.8323014804845222,0.6666666666666666,0.0,0.3108665749656121,0.65,0.8003642618638065,87,13.0
134.0,citi,2,0.0,0.0,0.0,1.0,0.877528583992964,0.8343203230148049,0.6666666666666666,0.0,0.3136176066024759,0.69,0.8202974805221086,99,14.0
135.0,citi,2,0.0,0.0,0.0,1.0,0.8898416886543536,0.8248990578734859,0.6666666666666666,0.0,0.38101788170563966,0.51,0.8280886370535263,83,15.0
136.0,citi,2,0.0,0.0,0.0,1.0,0.903693931398417,0.8184387617765815,0.4444444444444444,0.0,0.36176066024759285,0.54,0.8373975513508045,103,16.0
137.0,citi,2,1.0,0.0,0.0,0.0,0.9098504837291118,0.8091520861372813,0.3333333333333333,0.0,0.3548830811554333,0.33,0.8402306991804109,156,17.0
138.0,citi,2,1.0,0.0,0.0,0.0,0.9082014072119614,0.7912516823687753,0.1111111111111111,0.0,0.5103163686382394,0.37,0.8358797935849438,210,18.0
139.0,citi,2,0.0,0.0,0.0,1.0,0.882915567282322,0.7955585464333782,0.0,0.0,0.49243466299862454,0.41,0.8188809066073055,203,19.0
140.0,citi,3,1.0,0.0,0.0,0.0,0.8489445910290238,0.8,0.0,0.0,0.3026134800550207,0.18,0.7813416978650207,149,20.0
141.0,citi,3,1.0,0.0,0.0,0.0,0.8193711521547934,0.8037685060565276,0.0,0.0,0.10729023383768914,0.25,0.7541232419305879,107,21.0
142.0,citi,3,1.0,0.0,0.0,0.0,0.7989226033421285,0.8010767160161508,0.0,0.0,0.09353507565337002,0.14,0.7353030456339169,86,22.0
143.0,citi,3,1.0,0.0,0.0,0.0,0.7875989445910291,0.7987886944818304,0.0,0.0,0.14855570839064652,0.13,0.7248811089750076,73,23.0
144.0,citi,3,1.0,0.0,0.0,0.0,0.7734168865435356,0.7954239569313594,0.0,0.0,0.09766162310866575,0.1,0.7118283921886066,23,0.0
145.0,citi,3,1.0,0.0,0.0,0.0,0.7625329815303431,0.7878869448183042,0.0,0.0,0.08390646492434663,0.08,0.701811190933927,11,1.0
146.0,citi,3,1.0,0.0,0.0,0.0,0.7483509234828496,0.779407806191117,0.0,0.0,0.09491059147180192,0.04,0.688758474147526,6,2.0
,,,,,,,,,,,,,,0,3.0
148.0,citi,3,1.0,0.0,0.0,0.0,0.7287818821459984,0.7596231493943473,0.0,0.0,0.2159559834938102,0.0,0.6707477486593141,2,4.0
149.0,citi,3,1.0,0.0,0.0,0.0,0.7183377308707125,0.7502018842530284,0.0,0.0,0.1471801925722146,0.0,0.6611352828088638,12,5.0
150.0,citi,3,1.0,0.0,0.0,0.0,0.7085532102022868,0.7460296096904442,0.0,0.0,0.17744154057771666,0.0,0.6521299200647577,49,6.0
151.0,citi,3,1.0,0.0,0.0,0.0,0.7106420404573439,0.7489905787348586,0.0,0.0,0.19944979367262725,0.07,0.6540524132348478,143,7.0
152.0,citi,3,1.0,0.0,0.0,0.0,0.742524186455585,0.7585464333781965,0.1111111111111111,0.0,0.31911966987620355,0.08,0.6833957300414855,276,8.0
153.0,citi,3,1.0,0.0,0.0,0.0,0.7812225153913809,0.7631224764468372,0.3333333333333333,0.0,0.29573590096286106,0.05,0.71901244561368,197,9.0
154.0,citi,3,1.0,0.0,0.0,0.0,0.8164028144239227,0.7651413189771198,0.5555555555555556,0.0,0.36176066024759285,0.0,0.751391277952039,93,10.0
155.0,citi,3,1.0,0.0,0.0,0.0,0.8431178540017591,0.7654104979811575,0.7777777777777778,0.0,0.49931224209078406,0.0,0.7759789537589801,88,11.0
156.0,citi,3,1.0,0.0,0.0,0.0,0.8670844327176782,0.7627187079407807,0.8888888888888888,0.0,0.5020632737276479,0.05,0.798037033289487,80,12.0
157.0,citi,3,1.0,0.0,0.0,0.0,0.8808267370272649,0.7577388963660834,0.8888888888888888,0.0,0.6011004126547456,0.28,0.8106850146716584,80,13.0
158.0,citi,3,0.0,0.0,0.0,1.0,0.8887423043095868,0.7495289367429341,0.7777777777777778,0.0,0.5213204951856947,0.41,0.8179702519477892,86,14.0
159.0,citi,3,0.0,0.0,0.0,1.0,0.8975373790677221,0.730820995962315,0.6666666666666666,0.0,0.609353507565337,0.45,0.8260649600323788,98,15.0
160.0,citi,3,1.0,0.0,0.0,0.0,0.8988566402814425,0.7142664872139973,0.4444444444444444,0.0,0.5447042640990372,0.38,0.8272791662450674,102,16.0
161.0,citi,3,0.0,1.0,0.0,0.0,0.897207563764292,0.6966352624495289,0.3333333333333333,0.0,0.7056396148555709,0.36,0.8257614084792068,178,17.0
162.0,citi,3,1.0,0.0,0.0,0.0,0.8858839050131927,0.690578734858681,0.1111111111111111,0.0,0.6492434662998624,0.31,0.8153394718202974,228,18.0
163.0,citi,3,0.0,1.0,0.0,0.0,0.8618073878627969,0.6911170928667565,0.0,0.0,0.7730398899587346,0.69,0.7931802084387332,213,19.0
164.0,citi,4,0.0,0.0,0.0,1.0,0.8336631486367635,0.6877523553162854,0.0,0.0,0.5488308115543329,0.42,0.7672771425680461,140,20.0
165.0,citi,4,1.0,0.0,0.0,0.0,0.8103562005277045,0.6868102288021535,0.0,0.0,0.3466299862448418,0.14,0.7458261661438834,97,21.0
166.0,citi,4,1.0,0.0,0.0,0.0,0.7908970976253299,0.690578734858681,0.0,0.0,0.3053645116918845,0.12,0.7279166245067287,93,22.0
167.0,citi,4,1.0,0.0,0.0,0.0,0.7724274406332455,0.7020188425302826,0.0,0.0,0.19807427785419532,0.0,0.7109177375290904,56,23.0
168.0,citi,4,1.0,0.0,0.0,0.0,0.7520888302550571,0.7135935397039032,0.0,0.0,0.12929848693259974,0.0,0.6921987250834767,40,0.0
169.0,citi,4,1.0,0.0,0.0,0.0,0.7348284960422165,0.7149394347240915,0.0,0.0,0.15405777166437418,0.0,0.6763128604674694,11,1.0
170.0,citi,4,1.0,0.0,0.0,0.0,0.7189973614775726,0.7215343203230148,0.0,0.0,0.0921595598349381,0.0,0.661742385915208,3,2.0
171.0,citi,4,1.0,0.0,0.0,0.0,0.712401055408971,0.7200538358008076,0.0,0.0,0.11691884456671252,0.0,0.6556713548517656,4,3.0
